Comment,Emotion
i also love seeing a star emerge and i feel like in a few years everyone is gonna know and i can be one of those people who says obnoxious things like bah,Anger
i am feeling a bit adventurous i put on red lipstick rouge artist and intense from make up for ever,Joy
i am this thing i have these feelings and i m not afraid to express them and to stand up for what i believe in,Fear
i also feel a little selfish when i get excited about hitting it off with our friends friends because it makes me feel victorious in our choices,Anger
i want be there when she passed away or when she was not feeling good and same with my brother and other grandparents,Joy
i spent much of the morning feeling like an impostor or a visitor in someone elses life and uncertain what if anything i should do next,Fear
i feel petty for saying shes fucked up because technically she doesnt have to get me a gift,Anger
i feel you see there is always the possibility that someone might laugh or feel disgusted and it is easier for her too to express her feelings about a story and not about her boyfriend,Anger
i never feel brave and nor do i want to be as i believe that in order to be brave you have to make a conscious choice as to whether you want to be brave or not,Joy
im feeling a bit apprehensive about it as i dont know if my little note cards will stand out from the mass of talent on etsy,Fear
i feel like ya allah im scared puff it was fun man then id an idea,Fear
i feel like that leaves me as the artistic equivalent of the crack between couch cushions,Joy
i start feeling anxious again,Fear
i will probably just be lazy and lounge around the house and possibly go down to the pool depends how im feeling and what i can be bothered to do its my last day off before i go back to work so yeah,Anger
i know that tenge will get me to and from almost anywhere so if i am feeling impatient i offer more,Anger
i overhear the victory tune on some geeks ringtone i feel triumphant,Joy
i dont even know how to express how it made me feel these kids were so appreciative of the fact that we were coming there and it was very heavy to think that maybe our music gave them a little something to grasp on to,Joy
i ended up changing my clothes and laying in bed with my eyes closed for the next hour and eventually i started to feel better,Joy
i did feel like the people there were appreciative of what they had and many had happiness in that pinnacle way that is non materialistic,Joy
i had been feeling was all my fault that i had wronged her and caused her to abandon me,Anger
i remember feeling as innocent as she looked that day,Joy
